cluster_id,size,top_10_keywords,sample_fragment
370,46,"mxn, current, settlements, exchange, rate, international, usd, último, 3006, 3007",What is the current exchange rate for USD to MXN for international settlements?...
371,47,"target, el, último, informe, asap, ayudarme, obtener, transacciones, puedes, comerciante",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Target? ASAP....
372,45,"uber, el, último, asap, ayudarme, obtener, informe, transacciones, puedes, comerciante",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Uber? ASAP....
373,53,"delta, el, último, informe, ayudarme, obtener, transacciones, puedes, comerciante, help",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Delta? Help....
374,57,"apple, el, último, informe, ayudarme, transacciones, obtener, puedes, comerciante, para",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Apple?...
375,56,"apple, el, pls, transacciones, comerciante, puedes, obtener, ayudarme, último, informe",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Apple? Pls....
376,488,"need, file, account, dispute, charge, corporate, urgent, 57, 41, 20",I need to file a dispute for a charge of $4634.98 on my corporate account. Urgent....
377,38,"advance, process, refund, ends, customer, card, thanks, 4414, 9754, 6494",How do I process a refund for a customer whose card ends in 3304? Thanks in advance....
378,30,"ends, refund, process, customer, card, thanks, 2937, 3047, 8197, 3127",How do I process a refund for a customer whose card ends in 6537? Thanks....
379,103,"process, ends, refund, customer, card, help, 8438, 8461, 8554, 8355",How do I process a refund for a customer whose card ends in 7334? Help....
380,41,"asap, ends, process, refund, customer, card, 8557, 6337, 6167, 7987",How do I process a refund for a customer whose card ends in 7987? ASAP....
381,61,"asap, customer, process, ends, refund, card, 7764, 8506, 8574, 7831",How do I process a refund for a customer whose card ends in 6134? ASAP....
382,17,"asap, process, refund, customer, ends, card, 8512, 8132, 8342, 8602",How do I process a refund for a customer whose card ends in 6462? ASAP....
383,35,"urgent, refund, ends, process, customer, card, 3332, 9122, 6662, 5732",How do I process a refund for a customer whose card ends in 3002? Urgent....
384,40,"advance, termina, cuya, proceso, reembolso, cliente, cómo, tarjeta, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3166? Thanks in advance....
385,88,"pls, reembolso, cliente, termina, proceso, cuya, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 6792? Pls....
386,36,"asap, termina, cuya, proceso, reembolso, cliente, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9111? ASAP....
387,28,"urgent, cliente, termina, proceso, cuya, reembolso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 1832? Urgent....
388,29,"urgent, cuya, termina, reembolso, proceso, cliente, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9927? Urgent....
389,46,"target, merchant, latest, pull, transaction, report, help, thanks, último, 3009",Can you help me pull the latest transaction report for merchant Target? Thanks....
390,37,"uber, pull, merchant, latest, report, transaction, urgent, help, 301, 3005",Can you help me pull the latest transaction report for merchant Uber? Urgent....
391,48,"apple, merchant, latest, pull, report, transaction, help, thanks, último, 301",Can you help me pull the latest transaction report for merchant Apple? Thanks....
392,44,"google, merchant, latest, pull, transaction, report, urgent, help, 301, 3005",Can you help me pull the latest transaction report for merchant Google? Urgent....
393,42,"delta, pull, merchant, latest, report, transaction, asap, help, 3015, 3017",Can you help me pull the latest transaction report for merchant Delta? ASAP....
394,46,"amazon, pls, pull, latest, report, transaction, merchant, help, 3015, 3017",Can you help me pull the latest transaction report for merchant Amazon? Pls....
395,59,"walmart, merchant, latest, pull, transaction, report, help, último, 301, 3005",Can you help me pull the latest transaction report for merchant Walmart?...
396,52,"help, walmart, merchant, latest, pull, transaction, report, último, 301, 3005",Can you help me pull the latest transaction report for merchant Walmart? Help....
397,54,"inr, exchange, current, settlements, rate, international, urgent, usd, último, 301",What is the current exchange rate for USD to INR for international settlements? Urgent....
398,42,"cad, rate, exchange, current, international, settlements, urgent, usd, 3016, 3010",What is the current exchange rate for USD to CAD for international settlements? Urgent....
399,38,"aud, rate, exchange, asap, current, international, settlements, usd, 3015, 3014",What is the current exchange rate for USD to AUD for international settlements? ASAP....
400,51,"cny, exchange, current, international, rate, settlements, help, usd, 3015, 3014",What is the current exchange rate for USD to CNY for international settlements? Help....
401,42,"jpy, pls, exchange, current, rate, settlements, international, usd, último, 3006",What is the current exchange rate for USD to JPY for international settlements? Pls....
402,47,"brl, international, exchange, current, rate, settlements, thanks, usd, 3016, 3018",What is the current exchange rate for USD to BRL for international settlements? Thanks....
403,53,"brl, international, settlements, exchange, rate, current, usd, 3011, 3007, 3008",What is the current exchange rate for USD to BRL for international settlements?...
404,52,"target, el, pls, transacciones, comerciante, puedes, obtener, ayudarme, último, informe",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Target? Pls....
405,50,"uber, el, último, ayudarme, obtener, informe, puedes, transacciones, comerciante, help",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Uber? Help....
406,49,"delta, el, transacciones, comerciante, puedes, obtener, ayudarme, último, informe, para",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Delta?...
407,42,"delta, el, pls, último, informe, ayudarme, obtener, transacciones, puedes, comerciante",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Delta? Pls....
408,33,"12, charge, need, file, dispute, account, corporate, thanks, help, pls",I need to file a dispute for a charge of $3833.12 on my corporate account. Pls....
409,35,"12, presentar, disputa, cargo, necesito, una, cuenta, por, corporativa, mi",Necesito presentar una disputa por un cargo de $1321.12 en mi cuenta corporativa....
410,35,"advance, process, ends, refund, customer, card, thanks, 6668, 7508, 1138",How do I process a refund for a customer whose card ends in 6668? Thanks in advance....
411,93,"refund, ends, process, customer, card, 8490, 7803, 8222, 1877, 2387",How do I process a refund for a customer whose card ends in 6048?...
412,40,"asap, process, ends, refund, customer, card, 9572, 3072, 5712, 9532",How do I process a refund for a customer whose card ends in 2162? ASAP....
413,35,"advise, process, refund, ends, customer, card, 9682, 7152, 9212, 3992",How do I process a refund for a customer whose card ends in 6622? Please advise....
414,42,"advance, reembolso, proceso, termina, cliente, cuya, tarjeta, cómo, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2078? Thanks in advance....
415,15,"advance, cliente, proceso, reembolso, cuya, termina, cómo, tarjeta, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 7526? Thanks in advance....
416,35,"termina, cliente, cuya, reembolso, proceso, cómo, tarjeta, en, para, 5437",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5117?...
417,78,"cliente, reembolso, proceso, cuya, termina, cómo, tarjeta, en, para, 8400",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 6822?...
418,17,"cliente, proceso, reembolso, cuya, termina, cómo, tarjeta, en, para, 8347",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 7517?...
419,42,"pls, reembolso, cliente, proceso, termina, cuya, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 7727? Pls....
420,18,"urgent, cuya, proceso, termina, cliente, reembolso, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3444? Urgent....
421,17,"urgent, cuya, termina, cliente, proceso, reembolso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9584? Urgent....
422,24,"advise, cliente, reembolso, termina, proceso, cuya, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5438? Please advise....
423,33,"advise, reembolso, termina, cliente, proceso, cuya, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 8601? Please advise....
424,32,"advise, proceso, termina, cuya, cliente, reembolso, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 8920? Please advise....
425,46,"target, merchant, latest, pull, transaction, report, urgent, help, último, 3009",Can you help me pull the latest transaction report for merchant Target? Urgent....
426,44,"uber, merchant, latest, report, pull, transaction, help, thanks, último, 3009",Can you help me pull the latest transaction report for merchant Uber? Thanks....
427,49,"apple, merchant, latest, report, pull, transaction, urgent, help, último, 301",Can you help me pull the latest transaction report for merchant Apple? Urgent....
428,44,"google, merchant, latest, pull, transaction, report, help, thanks, 3009, 3005",Can you help me pull the latest transaction report for merchant Google? Thanks....
429,43,"delta, pls, latest, pull, transaction, merchant, report, help, último, 301",Can you help me pull the latest transaction report for merchant Delta? Pls....
430,46,"amazon, merchant, pull, latest, transaction, report, help, 301, 3005, 3006",Can you help me pull the latest transaction report for merchant Amazon?...
431,55,"help, amazon, merchant, pull, latest, transaction, report, 301, 3005, 3006",Can you help me pull the latest transaction report for merchant Amazon? Help....
432,43,"inr, international, exchange, asap, current, rate, settlements, usd, 3015, 3017",What is the current exchange rate for USD to INR for international settlements? ASAP....
433,61,"cad, rate, exchange, asap, current, international, settlements, usd, 3015, 3014",What is the current exchange rate for USD to CAD for international settlements? ASAP....
434,53,"aud, international, exchange, current, rate, settlements, help, usd, 3016, 3017",What is the current exchange rate for USD to AUD for international settlements? Help....
435,46,"cny, pls, settlements, exchange, rate, current, international, usd, 3011, 3007",What is the current exchange rate for USD to CNY for international settlements? Pls....
436,53,"jpy, exchange, current, rate, settlements, international, thanks, usd, último, 3005",What is the current exchange rate for USD to JPY for international settlements? Thanks....
437,48,"jpy, settlements, exchange, rate, current, international, usd, 3005, 3006, 3007",What is the current exchange rate for USD to JPY for international settlements?...
438,41,"target, el, último, informe, ayudarme, obtener, transacciones, puedes, comerciante, para",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Target?...
439,48,"target, el, último, puedes, ayudarme, obtener, informe, transacciones, comerciante, help",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Target? Help....
440,46,"uber, el, último, ayudarme, obtener, informe, transacciones, comerciante, puedes, para",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Uber?...
441,50,"uber, el, pls, informe, comerciante, puedes, obtener, ayudarme, transacciones, último",¿Puedes ayudarme a obtener el último informe de transacciones para el comerciante Uber? Pls....
442,30,"advance, process, ends, customer, refund, card, thanks, 7320, 4090, 3290",How do I process a refund for a customer whose card ends in 1320? Thanks in advance....
443,27,"advance, refund, process, customer, ends, card, thanks, 2761, 7271, 5991",How do I process a refund for a customer whose card ends in 7271? Thanks in advance....
444,16,"advance, process, customer, refund, ends, card, thanks, 1021, 9661, 9381",How do I process a refund for a customer whose card ends in 5191? Thanks in advance....
445,41,"refund, ends, customer, process, card, thanks, 7922, 9622, 1232, 8762",How do I process a refund for a customer whose card ends in 3222? Thanks....
446,28,"customer, refund, ends, process, card, 7487, 7877, 5297, 8007, 6337",How do I process a refund for a customer whose card ends in 1357?...
447,30,"pls, ends, refund, customer, process, card, 8667, 9547, 1017, 9457",How do I process a refund for a customer whose card ends in 8737? Pls....
448,48,"process, ends, customer, refund, card, help, 8067, 9457, 1597, 4207",How do I process a refund for a customer whose card ends in 2167? Help....
449,33,"asap, ends, refund, process, customer, card, 9854, 1484, 1024, 5144",How do I process a refund for a customer whose card ends in 8794? ASAP....
450,32,"urgent, ends, customer, process, refund, card, 7408, 9638, 9558, 5928",How do I process a refund for a customer whose card ends in 7718? Urgent....
451,25,"advise, ends, customer, refund, process, card, 9694, 1904, 1024, 3974",How do I process a refund for a customer whose card ends in 8064? Please advise....
452,29,"advance, cliente, termina, proceso, cuya, reembolso, tarjeta, cómo, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9923? Thanks in advance....
453,15,"advance, cliente, proceso, reembolso, cuya, termina, cómo, tarjeta, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3863? Thanks in advance....
454,16,"advance, cliente, proceso, reembolso, cuya, termina, cómo, tarjeta, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5005? Thanks in advance....
455,38,"cuya, cliente, reembolso, proceso, termina, cómo, tarjeta, en, para, 9802",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3302?...
456,36,"pls, reembolso, cuya, proceso, cliente, termina, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2672? Pls....
457,32,"reembolso, termina, cuya, proceso, cliente, tarjeta, cómo, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5507? Help....
458,17,"cuya, cliente, proceso, reembolso, termina, cómo, tarjeta, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5667? Help....
459,39,"asap, reembolso, proceso, cuya, termina, cliente, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9280? ASAP....
460,25,"asap, proceso, termina, reembolso, cuya, cliente, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 4084? ASAP....
461,17,"asap, reembolso, termina, cliente, proceso, cuya, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 8624? ASAP....
462,31,"advise, proceso, cliente, reembolso, termina, cuya, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 4093? Please advise....
463,54,"target, asap, merchant, latest, pull, report, transaction, help, 301, 3006",Can you help me pull the latest transaction report for merchant Target? ASAP....
464,47,"uber, asap, merchant, latest, report, pull, transaction, help, 3010, 3006",Can you help me pull the latest transaction report for merchant Uber? ASAP....
465,46,"apple, asap, merchant, latest, pull, report, transaction, help, 301, 3005",Can you help me pull the latest transaction report for merchant Apple? ASAP....
466,64,"google, pull, merchant, latest, report, transaction, asap, help, 3015, 3017",Can you help me pull the latest transaction report for merchant Google? ASAP....
467,39,"delta, pull, latest, report, merchant, transaction, help, 3014, 3009, 3004",Can you help me pull the latest transaction report for merchant Delta?...
468,50,"help, delta, pull, latest, report, merchant, transaction, 3014, 3013, 3012",Can you help me pull the latest transaction report for merchant Delta? Help....
469,56,"inr, exchange, current, settlements, international, rate, help, usd, último, 301",What is the current exchange rate for USD to INR for international settlements? Help....
470,54,"cad, international, exchange, current, rate, settlements, help, usd, 3016, 3010",What is the current exchange rate for USD to CAD for international settlements? Help....
471,51,"aud, pls, international, exchange, current, rate, settlements, usd, 3016, 3019",What is the current exchange rate for USD to AUD for international settlements? Pls....
472,46,"cny, international, exchange, current, rate, settlements, thanks, usd, 3017, 3018",What is the current exchange rate for USD to CNY for international settlements? Thanks....
473,57,"cny, exchange, settlements, current, rate, international, usd, 3016, 3018, 3019",What is the current exchange rate for USD to CNY for international settlements?...
474,39,"advance, refund, process, ends, customer, card, thanks, 9843, 7483, 9503",How do I process a refund for a customer whose card ends in 7373? Thanks in advance....
475,25,"refund, customer, ends, process, card, 3432, 1482, 6352, 9432, 8662",How do I process a refund for a customer whose card ends in 5582?...
476,44,"pls, refund, process, customer, ends, card, 4752, 9202, 8842, 5282",How do I process a refund for a customer whose card ends in 3112? Pls....
477,40,"urgent, refund, ends, process, customer, card, 8010, 5220, 2570, 9380",How do I process a refund for a customer whose card ends in 8680? Urgent....
478,33,"urgent, ends, process, customer, refund, card, 2881, 9511, 7471, 6801",How do I process a refund for a customer whose card ends in 2111? Urgent....
479,43,"urgent, refund, process, customer, ends, card, 9895, 9645, 8735, 9795",How do I process a refund for a customer whose card ends in 4585? Urgent....
480,15,"advise, process, customer, refund, ends, card, 8488, 8598, último, 3012",How do I process a refund for a customer whose card ends in 3508? Please advise....
481,30,"advance, termina, reembolso, proceso, cliente, cuya, tarjeta, cómo, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3529? Thanks in advance....
482,37,"cuya, proceso, termina, cliente, reembolso, cómo, tarjeta, en, para, 1164",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 1624?...
483,31,"advise, reembolso, proceso, cliente, termina, cuya, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3045? Please advise....
484,55,"target, pls, merchant, latest, pull, report, transaction, help, 301, 3006",Can you help me pull the latest transaction report for merchant Target? Pls....
485,49,"uber, pls, merchant, latest, report, pull, transaction, help, 3010, 3006",Can you help me pull the latest transaction report for merchant Uber? Pls....
486,42,"apple, pls, merchant, latest, pull, report, transaction, help, 3010, 3006",Can you help me pull the latest transaction report for merchant Apple? Pls....
487,53,"google, pls, pull, latest, report, transaction, merchant, help, 3014, 3009",Can you help me pull the latest transaction report for merchant Google? Pls....
488,44,"inr, pls, rate, exchange, current, settlements, international, usd, 3010, 3006",What is the current exchange rate for USD to INR for international settlements? Pls....
489,68,"cad, pls, international, exchange, current, rate, settlements, usd, 3016, 3010",What is the current exchange rate for USD to CAD for international settlements? Pls....
490,52,"aud, international, exchange, current, rate, settlements, thanks, usd, 3016, 301",What is the current exchange rate for USD to AUD for international settlements? Thanks....
491,46,"aud, international, settlements, exchange, rate, current, usd, 3011, 3007, 3008",What is the current exchange rate for USD to AUD for international settlements?...
492,509,"need, dispute, account, charge, file, corporate, asap, 45, 43, 27",I need to file a dispute for a charge of $2921.48 on my corporate account. ASAP....
493,39,"advance, refund, ends, customer, process, card, thanks, 2995, 4745, 7715",How do I process a refund for a customer whose card ends in 4455? Thanks in advance....
494,40,"advance, customer, refund, ends, process, card, thanks, 9779, 9759, 9969",How do I process a refund for a customer whose card ends in 1329? Thanks in advance....
495,38,"pls, customer, refund, process, ends, card, 9724, 9434, 9644, 5544",How do I process a refund for a customer whose card ends in 9294? Pls....
496,27,"refund, process, ends, customer, card, help, 6662, 6762, 7612, 6042",How do I process a refund for a customer whose card ends in 1292? Help....
497,31,"asap, process, ends, refund, customer, card, 7201, 7561, 8081, 1651",How do I process a refund for a customer whose card ends in 6001? ASAP....
498,18,"asap, customer, refund, ends, process, card, 6971, 9991, 8621, 9541",How do I process a refund for a customer whose card ends in 8511? ASAP....
499,48,"urgent, customer, process, ends, refund, card, 2636, 2596, 8056, 9716",How do I process a refund for a customer whose card ends in 3166? Urgent....
500,37,"advise, ends, process, refund, customer, card, 8670, 9480, 9650, 2400",How do I process a refund for a customer whose card ends in 9560? Please advise....
501,45,"advise, ends, customer, process, refund, card, 9351, 4121, 1361, 3551",How do I process a refund for a customer whose card ends in 9691? Please advise....
502,35,"advise, ends, refund, customer, process, card, 6558, 7508, 2738, 1978",How do I process a refund for a customer whose card ends in 3048? Please advise....
503,19,"advance, termina, reembolso, cuya, cliente, proceso, tarjeta, cómo, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 1365? Thanks in advance....
504,16,"advance, termina, reembolso, cuya, cliente, proceso, tarjeta, cómo, en, thanks",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3125? Thanks in advance....
505,38,"reembolso, termina, proceso, cuya, cliente, cómo, tarjeta, en, para, 9761",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9791?...
506,27,"reembolso, cuya, cliente, proceso, termina, tarjeta, cómo, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3532? Help....
507,32,"asap, termina, proceso, cliente, cuya, reembolso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 6949? ASAP....
508,49,"asap, proceso, cuya, reembolso, cliente, termina, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 6843? ASAP....
509,34,"asap, proceso, termina, cuya, reembolso, cliente, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 6336? ASAP....
510,20,"urgent, termina, proceso, cuya, reembolso, cliente, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 6943? Urgent....
511,15,"urgent, cliente, cuya, proceso, termina, reembolso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3705? Urgent....
512,45,"target, merchant, latest, pull, transaction, report, help, último, 3009, 3005",Can you help me pull the latest transaction report for merchant Target?...
513,36,"help, target, merchant, latest, pull, transaction, report, último, 3009, 3005",Can you help me pull the latest transaction report for merchant Target? Help....
514,43,"uber, merchant, latest, pull, transaction, report, help, último, 301, 3005",Can you help me pull the latest transaction report for merchant Uber?...
515,55,"help, uber, merchant, latest, pull, transaction, report, último, 301, 3005",Can you help me pull the latest transaction report for merchant Uber? Help....
516,37,"apple, merchant, pull, latest, transaction, report, help, 301, 3005, 3006",Can you help me pull the latest transaction report for merchant Apple?...
517,46,"help, apple, merchant, pull, latest, transaction, report, 301, 3005, 3006",Can you help me pull the latest transaction report for merchant Apple? Help....
518,51,"google, merchant, latest, pull, transaction, report, help, 301, 3004, 3005",Can you help me pull the latest transaction report for merchant Google?...
519,46,"help, google, merchant, latest, pull, transaction, report, 301, 3004, 3005",Can you help me pull the latest transaction report for merchant Google? Help....
520,47,"inr, rate, exchange, current, settlements, international, thanks, usd, 301, 3005",What is the current exchange rate for USD to INR for international settlements? Thanks....
521,40,"inr, rate, exchange, current, international, settlements, usd, 3014, 3017, 3005",What is the current exchange rate for USD to INR for international settlements?...
522,44,"cad, international, exchange, current, rate, settlements, thanks, usd, 3016, 3018",What is the current exchange rate for USD to CAD for international settlements? Thanks....
523,55,"cad, international, settlements, exchange, rate, current, usd, 3011, 3007, 3008",What is the current exchange rate for USD to CAD for international settlements?...
524,28,"refund, process, ends, customer, card, thanks, 9574, 7324, 7644, 7074",How do I process a refund for a customer whose card ends in 6434? Thanks....
525,43,"process, ends, customer, refund, card, 4066, 9746, 9496, 7546, 1866",How do I process a refund for a customer whose card ends in 1696?...
526,41,"ends, customer, refund, process, card, 9871, 3751, 2251, 4221, 6141",How do I process a refund for a customer whose card ends in 7651?...
527,43,"pls, customer, ends, refund, process, card, 6621, 2881, 9021, 9381",How do I process a refund for a customer whose card ends in 2431? Pls....
528,44,"urgent, process, refund, customer, ends, card, 7373, 8083, 6953, 2393",How do I process a refund for a customer whose card ends in 7373? Urgent....
529,36,"urgent, refund, process, customer, ends, card, 5729, 9499, 4969, 2619",How do I process a refund for a customer whose card ends in 1389? Urgent....
530,40,"advise, ends, refund, customer, process, card, 1246, 1126, 8656, 9726",How do I process a refund for a customer whose card ends in 9246? Please advise....
531,41,"asap, reembolso, termina, cuya, proceso, cliente, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5948? ASAP....
532,32,"urgent, termina, reembolso, proceso, cuya, cliente, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3911? Urgent....
533,29,"advise, proceso, cliente, termina, reembolso, cuya, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3999? Please advise....
534,36,"advise, reembolso, cuya, cliente, termina, proceso, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 6336? Please advise....
535,35,"process, customer, ends, refund, card, thanks, 7838, 5118, 9628, 8618",How do I process a refund for a customer whose card ends in 4448? Thanks....
536,15,"refund, customer, process, ends, card, thanks, 7193, 3453, 3913, 8223",How do I process a refund for a customer whose card ends in 3913? Thanks....
537,21,"refund, ends, process, customer, card, thanks, 1943, 6983, 7483, 8483",How do I process a refund for a customer whose card ends in 1033? Thanks....
538,43,"refund, ends, process, customer, card, thanks, 8660, 9530, 9190, 9360",How do I process a refund for a customer whose card ends in 8420? Thanks....
539,25,"ends, customer, process, refund, card, thanks, 9101, 9581, 2421, 6891",How do I process a refund for a customer whose card ends in 3361? Thanks....
540,34,"customer, process, ends, refund, card, 6988, 9658, 5838, 3338, 5278",How do I process a refund for a customer whose card ends in 4028?...
541,36,"ends, customer, process, refund, card, 1720, 8640, 8260, 5690, 8960",How do I process a refund for a customer whose card ends in 2600?...
542,41,"ends, process, refund, customer, card, 5514, 2044, 9704, 1104, 5434",How do I process a refund for a customer whose card ends in 9034?...
543,35,"asap, refund, customer, process, ends, card, 8280, 1220, 2340, 6530",How do I process a refund for a customer whose card ends in 3970? ASAP....
544,31,"advise, customer, refund, ends, process, card, 4593, 4003, 9703, 3913",How do I process a refund for a customer whose card ends in 4003? Please advise....
545,32,"reembolso, proceso, cuya, cliente, termina, cómo, tarjeta, en, para, 2250",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 7800?...
546,39,"pls, termina, proceso, cuya, cliente, reembolso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 7374? Pls....
547,33,"pls, termina, proceso, cuya, reembolso, cliente, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9710? Pls....
548,57,"pls, cliente, cuya, reembolso, proceso, termina, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5671? Pls....
549,28,"asap, cliente, termina, reembolso, proceso, cuya, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3655? ASAP....
550,18,"asap, termina, reembolso, cliente, proceso, cuya, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9095? ASAP....
551,17,"urgent, proceso, cuya, termina, reembolso, cliente, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2040? Urgent....
552,16,"urgent, termina, cuya, cliente, proceso, reembolso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 7440? Urgent....
553,44,"ends, customer, process, refund, card, thanks, 2895, 8815, 8465, 6915",How do I process a refund for a customer whose card ends in 7755? Thanks....
554,38,"refund, ends, customer, process, card, 8953, 9623, 9713, 4863, 4823",How do I process a refund for a customer whose card ends in 4993?...
555,45,"pls, process, refund, customer, ends, card, 6540, 5250, 3060, 9770",How do I process a refund for a customer whose card ends in 5250? Pls....
556,52,"advise, refund, customer, process, ends, card, 4365, 3155, 4975, 8665",How do I process a refund for a customer whose card ends in 2965? Please advise....
557,33,"advise, ends, customer, process, refund, card, 5889, 1789, 9449, 7099",How do I process a refund for a customer whose card ends in 1449? Please advise....
558,30,"advise, customer, refund, process, ends, card, 8099, 2219, 1235, 8565",How do I process a refund for a customer whose card ends in 1323? Please advise....
559,16,"advise, customer, process, refund, ends, card, 7940, 8240, 8430, 8100",How do I process a refund for a customer whose card ends in 8100? Please advise....
560,29,"proceso, termina, reembolso, cuya, cliente, cómo, tarjeta, en, para, 4298",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 1948?...
561,33,"pls, reembolso, cliente, termina, cuya, proceso, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2443? Pls....
562,24,"advise, cliente, proceso, reembolso, cuya, termina, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 8413? Please advise....
563,449,"need, charge, account, dispute, file, corporate, help, 04, 60, 91",I need to file a dispute for a charge of $872.06 on my corporate account. Help....
564,477,"cargo, presentar, necesito, una, cuenta, disputa, por, corporativa, mi, asap",Necesito presentar una disputa por un cargo de $1165.52 en mi cuenta corporativa. ASAP....
565,40,"customer, process, ends, refund, card, thanks, 3979, 9589, 9609, 9719",How do I process a refund for a customer whose card ends in 3979? Thanks....
566,34,"process, ends, customer, refund, card, 1299, 9699, 9489, 2189, 6159",How do I process a refund for a customer whose card ends in 9719?...
567,36,"asap, ends, customer, process, refund, card, 1223, 9753, 9473, 7423",How do I process a refund for a customer whose card ends in 4423? ASAP....
568,33,"pls, cliente, reembolso, proceso, termina, cuya, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 4786? Pls....
569,26,"cuya, termina, cliente, proceso, reembolso, tarjeta, cómo, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2694? Help....
